"cod","ies","uf","categoria","cpc_metrico","cpc","regiao"
3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","SC","Privada sem fins lucrativos",2.183169077,"CPC 3","Sul"
76,"UNIVERSIDADE REGIONAL DE BLUMENAU","SC","Pública Municipal",2.646884478,"CPC 3","Sul"
137,"UNIVERSIDADE DO SAGRADO CORAÇÃO","SP","Privada sem fins lucrativos",2.246830686,"CPC 3","Sudeste"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",2.88411893,"CPC 3","Nordeste"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",3.082469075,"CPC 4","Nordeste"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",2.567311134,"CPC 3","Nordeste"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",2.714432061,"CPC 3","Nordeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.880439397,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.346491995,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.39007404,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.175625135,"CPC 3","Sudeste"
27,"UNIVERSIDADE VALE DO RIO VERDE","MG","Privada sem fins lucrativos",2.563210761,"CPC 3","Sudeste"
83,"UNIVERSIDADE DO VALE DO ITAJAÍ","SC","Privada sem fins lucrativos",3.816346047,"CPC 4","Sul"
570,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE","RN","Pública Federal",2.796116004,"CPC 3","Nordeste"
756,"UNIVERSIDADE ESTADUAL DO PIAUÍ","PI","Pública Estadual",2.838087718,"CPC 3","Nordeste"
577,"UNIVERSIDADE FEDERAL DE ALAGOAS","AL","Pública Federal",2.373001349,"CPC 3","Nordeste"
577,"UNIVERSIDADE FEDERAL DE ALAGOAS","AL","Pública Federal",2.386670585,"CPC 3","Nordeste"
472,"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY","RJ","Privada com fins lucrativos",2.927589174,"CPC 3","Sudeste"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",2.310487132,"CPC 3","Nordeste"
572,"UNIVERSIDADE FEDERAL FLUMINENSE","RJ","Pública Federal",3.138618327,"CPC 4","Sudeste"
29,"UNIVERSIDADE ESTADUAL DO CEARÁ","CE","Pública Estadual",2.578887642,"CPC 3","Nordeste"
577,"UNIVERSIDADE FEDERAL DE ALAGOAS","AL","Pública Federal",2.313115413,"CPC 3","Nordeste"
482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","SC","Privada sem fins lucrativos",NA,"Sem Conceito","Sul"
587,"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO","PE","Pública Federal",2.216926704,"CPC 3","Nordeste"
1042,"UNIVERSIDADE POSITIVO","PR","Privada com fins lucrativos",2.301365204,"CPC 3","Sul"
1042,"UNIVERSIDADE POSITIVO","PR","Privada com fins lucrativos",2.2373187,"CPC 3","Sul"
546,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO","SP","Privada sem fins lucrativos",2.542656489,"CPC 3","Sudeste"
665,"UNIVERSIDADE DE TAUBATÉ","SP","Pública Municipal",2.147715737,"CPC 3","Sudeste"
665,"UNIVERSIDADE DE TAUBATÉ","SP","Pública Municipal",2.630195488,"CPC 3","Sudeste"
588,"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","PR","Pública Federal",3.403985836,"CPC 4","Sul"
665,"UNIVERSIDADE DE TAUBATÉ","SP","Pública Municipal",NA,"Sem Conceito","Sudeste"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",2.792378653,"CPC 3","Nordeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",3.046735375,"CPC 4","Sudeste"
57,"UNIVERSIDADE ESTADUAL DE MARINGÁ","PR","Pública Estadual",2.648733619,"CPC 3","Sul"
756,"UNIVERSIDADE ESTADUAL DO PIAUÍ","PI","Pública Estadual",2.402434721,"CPC 3","Nordeste"
641,"UNIVERSIDADE LA SALLE","RS","Privada sem fins lucrativos",3.270265168,"CPC 4","Sul"
576,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA","MG","Pública Federal",3.284230191,"CPC 4","Sudeste"
13,"UNIVERSIDADE DE CAXIAS DO SUL","RS","Privada sem fins lucrativos",1.657766856,"CPC 2","Sul"
150,"UNIVERSIDADE DE SOROCABA","SP","Privada sem fins lucrativos",3.000658053,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.56037162,"CPC 3","Sudeste"
3974,"UNIVERSIDADE DE RIO VERDE","GO","Pública Municipal",2.984996247,"CPC 4","Centro-Oeste"
3974,"UNIVERSIDADE DE RIO VERDE","GO","Pública Municipal",1.843021021,"CPC 2","Centro-Oeste"
227,"UNIVERSIDADE CATÓLICA DE SANTOS","SP","Privada sem fins lucrativos",3.115268941,"CPC 4","Sudeste"
1027,"UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO","RJ","Pública Estadual",4.453469022,"CPC 5","Sudeste"
71,"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE","RN","Pública Estadual",2.948862768,"CPC 4","Nordeste"
472,"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY","RJ","Privada com fins lucrativos",3.135013179,"CPC 4","Sudeste"
472,"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY","RJ","Privada com fins lucrativos",3.151433629,"CPC 4","Sudeste"
472,"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY","RJ","Privada com fins lucrativos",4.153204974,"CPC 5","Sudeste"
494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","SC","Privada sem fins lucrativos",2.614264753,"CPC 3","Sul"
595,"UNIVERSIDADE FEDERAL DE ALFENAS","MG","Pública Federal",3.403001621,"CPC 4","Sudeste"
592,"UNIVERSIDADE FEDERAL DE LAVRAS","MG","Pública Federal",3.338413727,"CPC 4","Sudeste"
23,"UNIVERSIDADE FEEVALE","RS","Privada sem fins lucrativos",3.257817323,"CPC 4","Sul"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
595,"UNIVERSIDADE FEDERAL DE ALFENAS","MG","Pública Federal",2.989536239,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.761150562,"CPC 3","Sudeste"
4925,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC","SP","Pública Federal",3.835021697,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.362882736,"CPC 3","Sudeste"
582,"UNIVERSIDADE FEDERAL DE SANTA MARIA","RS","Pública Federal",2.96252895,"CPC 4","Sul"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",3.202654184,"CPC 4","Sudeste"
494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","SC","Privada sem fins lucrativos",2.105801245,"CPC 3","Sul"
19,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS","SP","Privada sem fins lucrativos",2.629861438,"CPC 3","Sudeste"
19,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS","SP","Privada sem fins lucrativos",2.389827606,"CPC 3","Sudeste"
641,"UNIVERSIDADE LA SALLE","RS","Privada sem fins lucrativos",3.464392594,"CPC 4","Sul"
641,"UNIVERSIDADE LA SALLE","RS","Privada sem fins lucrativos",3.767592425,"CPC 4","Sul"
466,"UNIVERSIDADE ANHEMBI MORUMBI","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
466,"UNIVERSIDADE ANHEMBI MORUMBI","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","SC","Privada sem fins lucrativos",2.890334455,"CPC 3","Sul"
823,"UNIVERSIDADE DO CEUMA - UNICEUMA","MA","Privada sem fins lucrativos",2.656903479,"CPC 3","Nordeste"
82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","SC","Privada sem fins lucrativos",2.563430921,"CPC 3","Sul"
203,"UNIVERSIDADE SÃO JUDAS TADEU","SP","Privada com fins lucrativos",3.334681565,"CPC 4","Sudeste"
203,"UNIVERSIDADE SÃO JUDAS TADEU","SP","Privada com fins lucrativos",3.988177733,"CPC 5","Sudeste"
583,"UNIVERSIDADE FEDERAL DO CEARÁ","CE","Pública Federal",3.445816035,"CPC 4","Nordeste"
596,"UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI","MG","Pública Federal",2.275144618,"CPC 3","Sudeste"
13,"UNIVERSIDADE DE CAXIAS DO SUL","RS","Privada sem fins lucrativos",3.02133313,"CPC 4","Sul"
829,"UNIVERSIDADE DO TOCANTINS","TO","Pública Estadual",2.635751084,"CPC 3","Norte"
398,"UNIVERSIDADE TIRADENTES","SE","Privada com fins lucrativos",NA,"Sem Conceito","Nordeste"
694,"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL","MS","Pública Federal",1.770190322,"CPC 2","Centro-Oeste"
466,"UNIVERSIDADE ANHEMBI MORUMBI","SP","Privada com fins lucrativos",3.209533552,"CPC 4","Sudeste"
383,"UNIVERSIDADE DA AMAZÔNIA","PA","Privada com fins lucrativos",2.992446499,"CPC 4","Norte"
383,"UNIVERSIDADE DA AMAZÔNIA","PA","Privada com fins lucrativos",2.559403331,"CPC 3","Norte"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",2.232830516,"CPC 3","Nordeste"
316,"UNIVERSIDADE NOVE DE JULHO","SP","Privada sem fins lucrativos",3.272602504,"CPC 4","Sudeste"
13,"UNIVERSIDADE DE CAXIAS DO SUL","RS","Privada sem fins lucrativos",3.021967364,"CPC 4","Sul"
555,"UNIVERSIDADE DE FORTALEZA","CE","Privada sem fins lucrativos",3.17057847,"CPC 4","Nordeste"
387,"UNIVERSIDADE CATÓLICA DOM BOSCO","MS","Privada sem fins lucrativos",2.387221862,"CPC 3","Centro-Oeste"
4504,"FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS","MS","Pública Federal",2.891356396,"CPC 3","Centro-Oeste"
176,"UNIVERSIDADE CASTELO BRANCO","RJ","Privada sem fins lucrativos",2.627689323,"CPC 3","Sudeste"
176,"UNIVERSIDADE CASTELO BRANCO","RJ","Privada sem fins lucrativos",2.847016366,"CPC 3","Sudeste"
176,"UNIVERSIDADE CASTELO BRANCO","RJ","Privada sem fins lucrativos",2.423763596,"CPC 3","Sudeste"
176,"UNIVERSIDADE CASTELO BRANCO","RJ","Privada sem fins lucrativos",1.926256153,"CPC 2","Sudeste"
176,"UNIVERSIDADE CASTELO BRANCO","RJ","Privada sem fins lucrativos",1.771694051,"CPC 2","Sudeste"
449,"UNIVERSIDADE LUTERANA DO BRASIL","RS","Privada com fins lucrativos",2.423048964,"CPC 3","Sul"
107,"UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI","MG","Pública Federal",2.835471207,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.804580581,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",3.158631703,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.419176501,"CPC 3","Sudeste"
167,"UNIVERSIDADE METODISTA DE SÃO PAULO","SP","Privada sem fins lucrativos",2.747411746,"CPC 3","Sudeste"
547,"UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO","RJ","Pública Estadual",2.965351656,"CPC 4","Sudeste"
266,"UNIVERSIDADE METODISTA DE PIRACICABA","SP","Privada sem fins lucrativos",2.594503512,"CPC 3","Sudeste"
670,"UNIVERSIDADE SÃO FRANCISCO","SP","Privada sem fins lucrativos",3.032488461,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.931330833,"CPC 3","Sudeste"
420,"UNIVERSIDADE DE MARÍLIA","SP","Privada com fins lucrativos",3.042465036,"CPC 4","Sudeste"
576,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA","MG","Pública Federal",2.732271896,"CPC 3","Sudeste"
576,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA","MG","Pública Federal",3.228182351,"CPC 4","Sudeste"
576,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA","MG","Pública Federal",3.065219847,"CPC 4","Sudeste"
1153,"UNIVERSIDADE CÂNDIDO MENDES","RJ","Privada sem fins lucrativos",1.937305798,"CPC 2","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.629969216,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","DF","Privada com fins lucrativos",2.210292007,"CPC 3","Centro-Oeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.936051985,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.799290395,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.391096756,"CPC 4","Sudeste"
23,"UNIVERSIDADE FEEVALE","RS","Privada sem fins lucrativos",NA,"Sem Conceito","Sul"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.851797638,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","GO","Privada com fins lucrativos",3.006959415,"CPC 4","Centro-Oeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.465680193,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.514699045,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.208798034,"CPC 4","Sudeste"
521,"UNIVERSIDADE DE MOGI DAS CRUZES","SP","Privada com fins lucrativos",1.882175071,"CPC 2","Sudeste"
165,"UNIVERSIDADE VEIGA DE ALMEIDA","RJ","Privada com fins lucrativos",2.987334201,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.57082353,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","GO","Privada com fins lucrativos",3.002106165,"CPC 4","Centro-Oeste"
40,"UNIVERSIDADE DO ESTADO DA BAHIA","BA","Pública Estadual",1.771052221,"CPC 2","Nordeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.418140212,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","AM","Privada com fins lucrativos",1.640752727,"CPC 2","Norte"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",1.924739588,"CPC 2","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","AM","Privada com fins lucrativos",NA,"Sem Conceito","Norte"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","DF","Privada com fins lucrativos",1.934454603,"CPC 2","Centro-Oeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.400817411,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.242116598,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.601990291,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.424681455,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.34928738,"CPC 3","Sudeste"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",2.599984697,"CPC 3","Nordeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
472,"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY","RJ","Privada com fins lucrativos",2.913206816,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.157368789,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",1.77595616,"CPC 2","Sudeste"
322,"UNIVERSIDADE PAULISTA","GO","Privada com fins lucrativos",2.68887,"CPC 3","Centro-Oeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.13057225,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
385,"UNIVERSIDADE SALVADOR","BA","Privada com fins lucrativos",2.913446666,"CPC 3","Nordeste"
385,"UNIVERSIDADE SALVADOR","BA","Privada com fins lucrativos",2.800599755,"CPC 3","Nordeste"
385,"UNIVERSIDADE SALVADOR","BA","Privada com fins lucrativos",2.378561126,"CPC 3","Nordeste"
385,"UNIVERSIDADE SALVADOR","BA","Privada com fins lucrativos",2.748122234,"CPC 3","Nordeste"
385,"UNIVERSIDADE SALVADOR","BA","Privada com fins lucrativos",2.831435468,"CPC 3","Nordeste"
496,"UNIVERSIDADE DE FRANCA","SP","Privada com fins lucrativos",2.771061192,"CPC 3","Sudeste"
496,"UNIVERSIDADE DE FRANCA","SP","Privada com fins lucrativos",2.02690612,"CPC 3","Sudeste"
496,"UNIVERSIDADE DE FRANCA","SP","Privada com fins lucrativos",2.867911902,"CPC 3","Sudeste"
1189,"UNIVERSIDADE DO PLANALTO CATARINENSE","SC","Privada sem fins lucrativos",3.581978878,"CPC 4","Sul"
14,"UNIVERSIDADE DO VALE DO RIO DOS SINOS","RS","Privada sem fins lucrativos",2.558786464,"CPC 3","Sul"
47,"UNIVERSIDADE ESTADUAL DE GOIÁS","GO","Pública Estadual",1.122740809,"CPC 2","Centro-Oeste"
466,"UNIVERSIDADE ANHEMBI MORUMBI","SP","Privada com fins lucrativos",2.955785174,"CPC 4","Sudeste"
666,"UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA","BA","Pública Estadual",3.200465475,"CPC 4","Nordeste"
576,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA","MG","Pública Federal",3.612675439,"CPC 4","Sudeste"
298,"UNIVERSIDADE PITÁGORAS UNOPAR","PR","Privada com fins lucrativos",1.787900473,"CPC 2","Sul"
298,"UNIVERSIDADE PITÁGORAS UNOPAR","PR","Privada com fins lucrativos",3.048757762,"CPC 4","Sul"
15059,"UNIVERSIDADE FEDERAL DO OESTE DO PARÁ","PA","Pública Federal",2.409268451,"CPC 3","Norte"
1557,"UNIVERSIDADE FUMEC","MG","Privada sem fins lucrativos",3.034240731,"CPC 4","Sudeste"
1557,"UNIVERSIDADE FUMEC","MG","Privada sem fins lucrativos",1.796861543,"CPC 2","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",1.883633609,"CPC 2","Sudeste"
409,"UNIVERSIDADE DE PERNAMBUCO","PE","Pública Estadual",3.443844877,"CPC 4","Nordeste"
694,"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL","MS","Pública Federal",2.209831603,"CPC 3","Centro-Oeste"
5077,"UNIVERSIDADE ESTADUAL DE RORAIMA","RR","Pública Estadual",2.431267844,"CPC 3","Norte"
719,"UNIVERSIDADE DO ESTADO DE MATO GROSSO","MT","Pública Estadual",2.421759444,"CPC 3","Centro-Oeste"
81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","SC","Privada sem fins lucrativos",3.357198082,"CPC 4","Sul"
583,"UNIVERSIDADE FEDERAL DO CEARÁ","CE","Pública Federal",2.801809915,"CPC 3","Nordeste"
663,"UNIVERSIDADE SALGADO DE OLIVEIRA","RJ","Privada sem fins lucrativos",2.762622472,"CPC 3","Sudeste"
423,"UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES","RS","Privada sem fins lucrativos",2.857508535,"CPC 3","Sul"
423,"UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES","RS","Privada sem fins lucrativos",2.123513817,"CPC 3","Sul"
952,"UNIVERSIDADE SANTA CECÍLIA","SP","Privada sem fins lucrativos",2.885730894,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.572834801,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.080485328,"CPC 3","Sudeste"
83,"UNIVERSIDADE DO VALE DO ITAJAÍ","SC","Privada sem fins lucrativos",3.666180626,"CPC 4","Sul"
3974,"UNIVERSIDADE DE RIO VERDE","GO","Pública Municipal",3.00821651,"CPC 4","Centro-Oeste"
688,"UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA","BA","Pública Estadual",3.738298477,"CPC 4","Nordeste"
409,"UNIVERSIDADE DE PERNAMBUCO","PE","Pública Estadual",2.696748417,"CPC 3","Nordeste"
165,"UNIVERSIDADE VEIGA DE ALMEIDA","RJ","Privada com fins lucrativos",3.356006095,"CPC 4","Sudeste"
1153,"UNIVERSIDADE CÂNDIDO MENDES","RJ","Privada sem fins lucrativos",2.805107264,"CPC 3","Sudeste"
40,"UNIVERSIDADE DO ESTADO DA BAHIA","BA","Pública Estadual",3.155344365,"CPC 4","Nordeste"
584,"UNIVERSIDADE FEDERAL DE GOIÁS","GO","Pública Federal",2.88086846,"CPC 3","Centro-Oeste"
584,"UNIVERSIDADE FEDERAL DE GOIÁS","GO","Pública Federal",2.6067483,"CPC 3","Centro-Oeste"
823,"UNIVERSIDADE DO CEUMA - UNICEUMA","MA","Privada sem fins lucrativos",2.592657483,"CPC 3","Nordeste"
15,"UNIVERSIDADE CATÓLICA DE PETRÓPOLIS","RJ","Privada sem fins lucrativos",3.098983292,"CPC 4","Sudeste"
590,"UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA","PA","Pública Federal",2.451505305,"CPC 3","Norte"
298,"UNIVERSIDADE PITÁGORAS UNOPAR","PR","Privada com fins lucrativos",2.223894039,"CPC 3","Sul"
298,"UNIVERSIDADE PITÁGORAS UNOPAR","PR","Privada com fins lucrativos",1.803120801,"CPC 2","Sul"
953,"UNIVERSIDADE METROPOLITANA DE SANTOS","SP","Privada sem fins lucrativos",2.353915629,"CPC 3","Sudeste"
4503,"UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA","BA","Pública Federal",2.537123152,"CPC 3","Nordeste"
383,"UNIVERSIDADE DA AMAZÔNIA","PA","Privada com fins lucrativos",3.024905544,"CPC 4","Norte"
383,"UNIVERSIDADE DA AMAZÔNIA","PA","Privada com fins lucrativos",2.55653472,"CPC 3","Norte"
22,"UNIVERSIDADE PRESBITERIANA MACKENZIE","SP","Privada sem fins lucrativos",3.376499589,"CPC 4","Sudeste"
15497,"UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA","CE","Pública Federal",2.799758089,"CPC 3","Nordeste"
22,"UNIVERSIDADE PRESBITERIANA MACKENZIE","SP","Privada sem fins lucrativos",3.030488275,"CPC 4","Sudeste"
555,"UNIVERSIDADE DE FORTALEZA","CE","Privada sem fins lucrativos",3.069796945,"CPC 4","Nordeste"
555,"UNIVERSIDADE DE FORTALEZA","CE","Privada sem fins lucrativos",3.672428966,"CPC 4","Nordeste"
569,"UNIVERSIDADE FEDERAL DO PARÁ","PA","Pública Federal",NA,"Sem Conceito","Norte"
579,"UNIVERSIDADE FEDERAL DA PARAÍBA","PB","Pública Federal",3.061646741,"CPC 4","Nordeste"
150,"UNIVERSIDADE DE SOROCABA","SP","Privada sem fins lucrativos",3.388728625,"CPC 4","Sudeste"
23,"UNIVERSIDADE FEEVALE","RS","Privada sem fins lucrativos",3.947090561,"CPC 5","Sul"
663,"UNIVERSIDADE SALGADO DE OLIVEIRA","RJ","Privada sem fins lucrativos",2.706181497,"CPC 3","Sudeste"
319,"UNIVERSIDADE BRASIL","SP","Privada sem fins lucrativos",1.830006617,"CPC 2","Sudeste"
4504,"FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS","MS","Pública Federal",2.53227031,"CPC 3","Centro-Oeste"
663,"UNIVERSIDADE SALGADO DE OLIVEIRA","RJ","Privada sem fins lucrativos",2.472155691,"CPC 3","Sudeste"
165,"UNIVERSIDADE VEIGA DE ALMEIDA","RJ","Privada com fins lucrativos",2.929246786,"CPC 3","Sudeste"
137,"UNIVERSIDADE DO SAGRADO CORAÇÃO","SP","Privada sem fins lucrativos",3.387474102,"CPC 4","Sudeste"
83,"UNIVERSIDADE DO VALE DO ITAJAÍ","SC","Privada sem fins lucrativos",2.51578857,"CPC 3","Sul"
83,"UNIVERSIDADE DO VALE DO ITAJAÍ","SC","Privada sem fins lucrativos",3.140825655,"CPC 4","Sul"
449,"UNIVERSIDADE LUTERANA DO BRASIL","RS","Privada com fins lucrativos",2.5805656,"CPC 3","Sul"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",2.265077358,"CPC 3","Nordeste"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",2.658867634,"CPC 3","Nordeste"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",3.251527693,"CPC 4","Nordeste"
1042,"UNIVERSIDADE POSITIVO","PR","Privada com fins lucrativos",2.803331448,"CPC 3","Sul"
1042,"UNIVERSIDADE POSITIVO","PR","Privada com fins lucrativos",2.996111068,"CPC 4","Sul"
1042,"UNIVERSIDADE POSITIVO","PR","Privada com fins lucrativos",3.495107174,"CPC 4","Sul"
1042,"UNIVERSIDADE POSITIVO","PR","Privada com fins lucrativos",3.215003599,"CPC 4","Sul"
823,"UNIVERSIDADE DO CEUMA - UNICEUMA","MA","Privada sem fins lucrativos",2.622172152,"CPC 3","Nordeste"
472,"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY","RJ","Privada com fins lucrativos",3.206000798,"CPC 4","Sudeste"
398,"UNIVERSIDADE TIRADENTES","SE","Privada com fins lucrativos",2.797242854,"CPC 3","Nordeste"
568,"UNIVERSIDADE ESTADUAL DO MARANHÃO","MA","Pública Estadual",3.381470719,"CPC 4","Nordeste"
